contact_id,group,num_send,num_open,num_click,sales_amount
2131,treatment,3,0,0,0
2132,treatment,3,0,0,0
2133,treatment,3,0,0,0
2134,treatment,0,0,0,0
2135,treatment,3,0,0,0
2136,treatment,3,0,0,0
2137,treatment,3,1,0,0
2138,treatment,0,0,0,0
2139,treatment,0,0,0,0
2140,treatment,0,0,0,0
2141,treatment,0,0,0,0
2142,treatment,0,0,0,0
2143,treatment,3,0,0,0
2144,treatment,1,0,0,0
2145,treatment,3,0,0,0
2146,treatment,1,0,0,0
2147,treatment,0,0,0,0
2148,treatment,0,0,0,0
2149,treatment,0,0,0,0
2150,treatment,3,0,0,0
2151,treatment,3,0,0,0
2152,control,0,0,0,0
2153,treatment,4,1,1,0
2154,treatment,1,0,0,0
2155,control,3,0,0,0
2156,control,0,0,0,0
2157,treatment,3,0,0,0
2158,treatment,0,0,0,0
2159,treatment,0,0,0,0
2160,treatment,3,0,0,0
2161,treatment,3,0,0,0
2162,treatment,0,0,0,0
2163,treatment,0,0,0,0
2164,treatment,2,0,0,0
2165,treatment,3,1,1,0
2166,treatment,0,0,0,0
2167,treatment,3,1,0,0
2168,treatment,2,0,0,0
2169,treatment,3,0,0,0
2170,treatment,0,0,0,0
2171,treatment,3,0,0,0
2172,treatment,3,0,0,0
2173,treatment,3,0,0,0
2174,treatment,2,1,0,0
2175,control,3,0,0,0
2176,treatment,0,0,0,0
2177,treatment,2,0,0,0
2178,treatment,2,0,0,0
2179,treatment,2,0,0,0
2180,control,0,0,0,0
2181,treatment,3,0,0,0
2182,treatment,2,0,0,0
2183,treatment,3,0,0,0
2184,treatment,3,0,0,0
2185,treatment,3,0,0,0
2186,treatment,2,0,0,0
2187,treatment,3,0,0,0
2188,control,3,0,0,0
2189,treatment,0,0,0,0
2190,treatment,3,2,0,0
2191,treatment,3,0,0,0
2192,treatment,0,0,0,0
2193,treatment,3,0,0,0
2194,treatment,3,0,0,0
2195,treatment,3,0,0,0
2196,treatment,3,0,0,0
2197,treatment,0,0,0,0
2198,treatment,3,0,0,0
2199,treatment,0,0,0,0
2200,treatment,3,1,0,0
2201,treatment,3,0,0,0
2202,treatment,3,0,0,0
2203,treatment,0,0,0,0
2204,treatment,3,0,0,0
2205,treatment,3,2,0,0
2206,treatment,2,0,0,0
2207,treatment,0,0,0,0
2208,treatment,3,1,0,0
2209,treatment,3,2,2,0
2210,treatment,2,0,0,0
2211,treatment,3,0,0,0
2212,control,3,0,0,0
2213,treatment,3,0,0,0
2214,treatment,3,0,0,0
2215,control,0,0,0,0
2216,control,2,1,0,0
2217,treatment,0,0,0,0
2218,treatment,1,0,0,0
2219,treatment,0,0,0,0
2220,treatment,0,0,0,0
2221,control,0,0,0,0
2222,treatment,3,0,0,0
2223,treatment,3,1,0,0
2224,control,0,0,0,0
2225,treatment,3,0,0,0
2226,treatment,1,0,0,0
2227,treatment,3,2,1,0
2228,treatment,0,0,0,0
2229,treatment,2,0,0,0
2230,treatment,3,0,0,0
2231,treatment,2,1,0,0
2232,treatment,3,1,0,0
2233,treatment,0,0,0,0
2234,control,2,1,1,0
2235,treatment,3,0,0,0
2236,control,0,0,0,0
2237,treatment,2,0,0,0
2238,treatment,3,0,0,0
2239,treatment,1,0,0,0
2240,treatment,2,0,0,0
2241,treatment,3,0,0,0
2242,control,0,0,0,0
2243,treatment,3,0,0,0
2244,treatment,3,0,0,0
2245,treatment,3,0,0,0
2246,treatment,0,0,0,0
2247,control,0,0,0,0
2248,treatment,2,1,0,0
2249,treatment,3,0,0,0
2250,treatment,2,0,0,0
2251,treatment,3,0,0,0
2252,treatment,0,0,0,0
2253,treatment,2,0,0,0
2254,treatment,3,0,0,0
2255,treatment,0,0,0,0
2256,treatment,2,0,0,0
2257,treatment,3,0,0,0
2258,treatment,3,0,0,0
2259,treatment,3,0,0,0
2260,treatment,2,0,0,0
2261,treatment,3,0,0,0
2262,treatment,3,2,1,0
2263,control,0,0,0,0
2264,treatment,4,1,0,0
2265,treatment,2,0,0,0
2266,treatment,0,0,0,0
2267,treatment,4,0,0,54.95
2268,treatment,0,0,0,0
2269,treatment,0,0,0,0
2270,treatment,3,0,0,0
2271,treatment,3,0,0,0
2272,treatment,3,0,0,0
2273,treatment,3,0,0,0
2274,treatment,3,0,0,0
2275,treatment,2,1,0,0
2276,treatment,3,0,0,0
2277,control,2,1,0,0
2278,treatment,0,0,0,0
2279,treatment,2,2,0,0
2280,treatment,3,0,0,0
2281,control,3,2,1,0
2282,treatment,2,0,0,0
2283,treatment,3,2,0,0
2284,control,3,0,0,0
2285,treatment,1,0,0,0
2286,treatment,3,0,0,0
2287,treatment,3,1,0,0
2288,treatment,2,0,0,0
2289,treatment,0,0,0,0
2290,treatment,0,0,0,0
2291,treatment,3,0,0,0
2292,treatment,1,0,0,0
2293,treatment,3,0,0,0
2294,treatment,3,0,0,0
2295,treatment,0,0,0,0
2296,treatment,0,0,0,0
2297,treatment,0,0,0,0
2298,treatment,2,0,0,0
2299,treatment,2,0,0,0
2300,treatment,3,0,0,0
2301,treatment,2,0,0,0
2302,treatment,1,0,0,0
2303,treatment,0,0,0,0
2304,treatment,3,0,0,0
2305,treatment,2,0,0,0
2306,treatment,3,2,0,0
2307,treatment,0,0,0,0
2308,treatment,3,0,0,0
2309,treatment,0,0,0,0
2310,treatment,3,0,0,0
2311,treatment,3,0,0,0
2312,treatment,3,0,0,0
2313,treatment,0,0,0,0
2314,treatment,0,0,0,0
2315,treatment,3,0,0,0
2316,treatment,3,0,0,0
2317,treatment,3,1,0,0
2318,treatment,1,0,0,0
2319,treatment,2,0,0,0
2320,treatment,3,2,0,0
2321,treatment,3,1,0,0
2322,control,0,0,0,0
2323,treatment,3,0,0,0
2324,treatment,2,1,0,0
2325,treatment,3,0,0,0
2326,treatment,0,0,0,0
2327,treatment,3,0,0,0
2328,treatment,0,0,0,0
2329,treatment,0,0,0,0
2330,treatment,3,0,0,0
2331,treatment,3,0,0,0
2332,treatment,0,0,0,0
2333,treatment,2,0,0,0
2334,control,3,0,0,0
2335,treatment,2,1,0,0
2336,treatment,1,0,0,0
2337,treatment,3,0,0,0
2338,treatment,3,1,0,0
2339,treatment,0,0,0,0
2340,treatment,3,0,0,0
2341,treatment,3,1,0,0
2342,treatment,3,0,0,0
2343,treatment,3,2,0,0
2344,control,2,0,0,0
2345,treatment,3,0,0,0
2346,treatment,3,0,0,0
2347,control,0,0,0,0
2348,treatment,3,0,0,0
2349,treatment,2,0,0,0
2350,treatment,3,0,0,0
2351,treatment,3,0,0,0
2352,treatment,0,0,0,0
2353,treatment,3,0,0,0
2354,treatment,3,3,0,0
2355,treatment,0,0,0,0
2356,treatment,2,0,0,0
2357,treatment,3,0,0,0
2358,treatment,2,0,0,0
2359,treatment,3,0,0,0
2360,treatment,0,0,0,0
2361,treatment,3,0,0,0
2362,treatment,0,0,0,0
2363,treatment,1,0,0,0
2364,treatment,3,0,0,0
2365,treatment,0,0,0,0
2366,treatment,3,0,0,0
2367,treatment,3,1,0,0
2368,treatment,2,0,0,0
2369,treatment,3,0,0,0
2370,treatment,0,0,0,0
2371,treatment,3,0,0,0
2372,treatment,0,0,0,0
2373,treatment,2,1,0,70
2374,treatment,3,0,0,0
2375,treatment,3,0,0,0
2376,treatment,3,0,0,0
2377,treatment,2,0,0,0
2378,control,0,0,0,0
2379,treatment,0,0,0,0
2380,treatment,0,0,0,0
2381,treatment,2,0,0,0
2382,treatment,0,0,0,0
2383,treatment,3,0,0,0
2384,control,2,0,0,0
2385,treatment,3,0,0,0
2386,treatment,3,1,1,0
2387,treatment,3,0,0,0
2388,treatment,1,0,0,0
2389,control,2,0,0,0
2390,control,0,0,0,0
2391,treatment,2,2,0,0
2392,treatment,3,0,0,0
2393,treatment,3,0,0,0
2394,treatment,3,0,0,0
2395,treatment,2,0,0,0
2396,treatment,2,0,0,0
2397,treatment,0,0,0,0
2398,control,2,2,0,0
2399,control,0,0,0,0
2400,treatment,3,0,0,0
2401,control,3,3,1,0
2402,control,3,1,0,0
2403,treatment,2,1,0,0
2404,treatment,3,0,0,0
2405,control,3,3,0,0
2406,control,3,0,0,0
2407,treatment,0,0,0,0
2408,treatment,3,0,0,0
2409,treatment,3,0,0,0
2410,treatment,0,0,0,0
2411,treatment,3,0,0,0
2412,treatment,3,2,0,0
2413,treatment,3,0,0,0
2414,treatment,0,0,0,0
2415,treatment,0,0,0,0
2416,treatment,3,0,0,0
2417,treatment,3,0,0,0
2418,treatment,2,1,0,0
2419,treatment,1,0,0,0
2420,treatment,2,0,0,0
2421,treatment,3,0,0,0
2422,treatment,2,1,0,0
2423,treatment,0,0,0,0
2424,treatment,3,0,0,0
2425,treatment,3,0,0,0
2426,treatment,3,0,0,0
2427,treatment,0,0,0,0
2428,treatment,0,0,0,0
2429,treatment,2,0,0,0
2430,treatment,2,1,0,0
2431,treatment,3,0,0,0
2432,treatment,0,0,0,0
2433,treatment,2,1,0,0
2434,treatment,0,0,0,29.99
2435,control,3,0,0,0
2436,treatment,2,0,0,0
2437,treatment,1,0,0,0
2438,treatment,2,1,1,0
2439,treatment,1,0,0,0
2440,treatment,3,0,0,0
2441,control,3,0,0,0
2442,treatment,3,1,0,79.99
2443,control,3,0,0,0
2444,treatment,0,0,0,0
2445,treatment,3,0,0,0
2446,treatment,0,0,0,0
2447,treatment,3,0,0,0
2448,treatment,0,0,0,0
2449,control,3,0,0,0
2450,treatment,3,1,0,80
2451,treatment,0,0,0,0
2452,treatment,3,0,0,0
2453,treatment,0,0,0,0
2454,treatment,0,0,0,0
2455,treatment,1,0,0,0
2456,control,2,0,0,0
2457,treatment,2,0,0,0
2458,treatment,0,0,0,0
2459,treatment,3,0,0,0
2460,treatment,3,0,0,0
2461,treatment,0,0,0,0
2462,treatment,0,0,0,0
2463,treatment,3,3,2,0
2464,treatment,0,0,0,0
2465,treatment,2,2,0,0
2466,treatment,2,1,0,0
2467,treatment,0,0,0,0
2468,treatment,0,0,0,0
2469,treatment,2,0,0,0
2470,treatment,2,1,0,0
2471,treatment,3,0,0,0
2472,treatment,0,0,0,0
2473,treatment,2,0,0,0
2474,treatment,1,0,0,0
2475,treatment,0,0,0,0
2476,treatment,3,0,0,0
2477,treatment,3,0,0,0
2478,treatment,0,0,0,0
2479,treatment,3,1,0,0
2480,treatment,1,0,0,0
2481,treatment,3,2,0,0
2482,treatment,1,0,0,0
2483,treatment,2,0,0,0
2484,treatment,3,0,0,0
2485,treatment,3,0,0,0
2486,treatment,3,0,0,0
2487,treatment,3,0,0,0
2488,treatment,3,0,0,0
2489,treatment,3,0,0,0
2490,treatment,1,0,0,0
2491,treatment,0,0,0,0
2492,treatment,3,1,0,0
2493,treatment,1,1,0,0
2494,treatment,3,0,0,0
2495,treatment,1,0,0,0
2496,treatment,0,0,0,0
2497,treatment,0,0,0,0
2498,treatment,2,0,0,0
2499,treatment,3,0,0,0
2500,treatment,3,1,0,0
2501,treatment,3,0,0,0
2502,treatment,3,0,0,0
2503,control,0,0,0,0
2504,treatment,1,0,0,0
2505,treatment,1,0,0,0
2506,treatment,2,0,0,0
2507,control,0,0,0,0
2508,treatment,0,0,0,0
2509,treatment,2,1,0,0
2510,treatment,0,0,0,0
2511,treatment,3,1,1,0
2512,treatment,1,0,0,0
2513,treatment,0,0,0,0
2514,treatment,0,0,0,0
2515,treatment,3,0,0,0
2516,treatment,0,0,0,0
2517,treatment,3,0,0,0
2518,control,4,2,0,0
2519,treatment,2,0,0,0
2520,treatment,3,2,0,0
2521,treatment,1,0,0,0
2522,treatment,1,0,0,0
2523,treatment,0,0,0,0
2524,control,2,0,0,0
2525,treatment,1,0,0,0
2526,treatment,1,1,1,0
2527,treatment,0,0,0,0
2528,treatment,3,1,0,0
2529,treatment,3,0,0,0
2530,treatment,0,0,0,0
2531,treatment,2,1,0,0
2532,treatment,0,0,0,0
2533,treatment,0,0,0,0
2534,control,0,0,0,0
2535,treatment,0,0,0,0
2536,control,3,0,0,0
2537,treatment,2,0,0,0
2538,treatment,1,0,0,0
2539,treatment,2,2,0,0
2540,treatment,0,0,0,0
2541,treatment,3,0,0,0
2542,control,3,1,1,0
2543,treatment,0,0,0,0
2544,treatment,0,0,0,0
2545,control,0,0,0,0
2546,treatment,0,0,0,0
2547,treatment,3,0,0,0
2548,treatment,3,0,0,0
2549,treatment,3,1,0,35
2550,treatment,0,0,0,0
2551,treatment,0,0,0,0
2552,treatment,2,1,0,34
2553,treatment,0,0,0,0
2554,treatment,3,0,0,0
2555,treatment,0,0,0,0
2556,treatment,3,1,0,0
2557,treatment,0,0,0,0
2558,control,2,0,0,0
2559,treatment,0,0,0,0
2560,treatment,4,2,0,0
2561,treatment,3,0,0,0
2562,treatment,0,0,0,0
2563,treatment,3,0,0,0
2564,treatment,2,2,0,0
2565,treatment,2,0,0,0
2566,treatment,2,2,1,0
2567,treatment,0,0,0,0
2568,treatment,2,0,0,0
2569,treatment,0,0,0,0
2570,treatment,3,1,0,0
2571,treatment,0,0,0,0
2572,control,2,0,0,0
2573,treatment,3,0,0,0
2574,treatment,1,0,0,0
2575,control,3,0,0,0
2576,treatment,2,0,0,0
2577,treatment,3,0,0,0
2578,treatment,1,0,0,0
2579,treatment,3,0,0,0
2580,treatment,2,2,0,0
2581,treatment,1,0,0,0
2582,treatment,0,0,0,0
2583,treatment,0,0,0,0
2584,treatment,3,3,0,0
2585,control,0,0,0,0
2586,treatment,3,0,0,0
2587,control,3,3,0,0
2588,treatment,0,0,0,0
2589,treatment,0,0,0,0
2590,treatment,0,0,0,0
2591,control,0,0,0,0
2592,treatment,2,1,0,0
2593,treatment,3,2,0,0
2594,treatment,0,0,0,0
2595,treatment,0,0,0,0
2596,treatment,2,0,0,0
2597,control,2,0,0,0
2598,treatment,2,0,0,0
2599,treatment,0,0,0,0
2600,treatment,0,0,0,0
2601,treatment,3,0,0,0
2602,treatment,0,0,0,0
2603,treatment,2,0,0,0
2604,treatment,3,0,0,0
2605,treatment,1,0,0,0
2606,control,0,0,0,0
2607,treatment,0,0,0,0
2608,treatment,4,0,0,98
2609,treatment,0,0,0,0
2610,treatment,3,0,0,0
2611,treatment,3,0,0,0
2612,treatment,0,0,0,0
2613,treatment,3,0,0,0
2614,treatment,3,0,0,0
2615,control,3,0,0,0
2616,control,0,0,0,0
2617,treatment,1,0,0,0
2618,control,1,0,0,0
2619,treatment,0,0,0,0
2620,treatment,0,0,0,0
2621,treatment,3,0,0,0
2622,treatment,3,0,0,0
2623,treatment,0,0,0,0
2624,treatment,0,0,0,0
2625,treatment,0,0,0,0
2626,treatment,0,0,0,0
2627,treatment,3,0,0,0
2628,treatment,2,0,0,0
2629,treatment,1,0,0,0
2630,treatment,3,0,0,0
2631,control,3,0,0,0
2632,treatment,3,1,0,0
2633,control,3,0,0,0
2634,treatment,0,0,0,0
2635,treatment,3,0,0,0
2636,treatment,3,0,0,0
2637,control,0,0,0,0
2638,control,3,0,0,0
2639,treatment,0,0,0,0
2640,treatment,3,0,0,0
2641,treatment,1,0,0,0
2642,treatment,1,0,0,0
2643,treatment,0,0,0,0
2644,treatment,3,1,1,0
2645,treatment,3,1,0,0
2646,treatment,0,0,0,0
2647,treatment,2,0,0,0
2648,treatment,3,0,0,0
2649,treatment,0,0,0,0
2650,treatment,3,0,0,0
2651,control,0,0,0,0
2652,treatment,3,0,0,0
2653,treatment,1,0,0,0
2654,treatment,0,0,0,0
2655,treatment,0,0,0,0
2656,treatment,1,0,0,0
2657,treatment,3,0,0,0
2658,treatment,3,0,0,0
2659,control,0,0,0,0
2660,treatment,3,0,0,0
2661,treatment,2,0,0,0
2662,treatment,0,0,0,0
2663,treatment,0,0,0,0
2664,control,0,0,0,0
2665,treatment,2,0,0,0
2666,treatment,0,0,0,0
2667,treatment,3,0,0,0
2668,treatment,0,0,0,0
2669,treatment,0,0,0,0
2670,treatment,2,1,1,141
2671,treatment,0,0,0,0
2672,treatment,3,0,0,0
2673,treatment,0,0,0,0
2674,control,3,0,0,0
2675,treatment,0,0,0,0
2676,treatment,0,0,0,0
2677,control,0,0,0,0
2678,treatment,0,0,0,0
2679,treatment,3,0,0,0
2680,treatment,2,1,0,0
2681,treatment,3,0,0,0
2682,treatment,2,2,0,0
2683,treatment,3,1,0,0
2684,treatment,0,0,0,219.92
2685,treatment,0,0,0,0
2686,treatment,0,0,0,0
2687,treatment,0,0,0,0
2688,treatment,3,0,0,0
2689,treatment,2,0,0,0
2690,treatment,3,0,0,0
2691,treatment,3,0,0,0
2692,treatment,2,0,0,0
2693,treatment,2,0,0,0
2694,treatment,1,0,0,0
2695,treatment,0,0,0,0
2696,control,3,1,0,0
2697,treatment,0,0,0,0
2698,treatment,3,0,0,0
2699,treatment,2,0,0,0
2700,control,2,0,0,0
2701,treatment,3,0,0,0
2702,treatment,0,0,0,0
2703,treatment,3,0,0,0
2704,treatment,2,0,0,0
2705,treatment,0,0,0,0
2706,treatment,3,0,0,0
2707,treatment,3,0,0,0
2708,treatment,3,0,0,0
2709,control,3,1,0,0
2710,treatment,3,3,0,0
2711,treatment,3,2,1,0
2712,treatment,0,0,0,0
2713,treatment,0,0,0,0
2714,treatment,1,0,0,0
2715,treatment,3,0,0,0
2716,treatment,1,0,0,0
2717,treatment,3,0,0,0
2718,treatment,1,0,0,0
2719,treatment,2,0,0,0
2720,treatment,0,0,0,0
2721,treatment,0,0,0,0
2722,control,0,0,0,0
2723,treatment,0,0,0,0
2724,treatment,3,1,0,0
2725,treatment,0,0,0,0
2726,treatment,2,2,0,0
2727,treatment,0,0,0,0
2728,treatment,0,0,0,0
2729,treatment,0,0,0,0
2730,treatment,3,0,0,0
2731,treatment,2,2,0,0
2732,treatment,3,0,0,0
2733,treatment,2,0,0,0
2734,control,3,0,0,0
2735,control,3,0,0,0
2736,treatment,2,1,1,0
2737,treatment,0,0,0,0
2738,treatment,3,0,0,0
2739,treatment,0,0,0,0
2740,treatment,1,0,0,0
2741,treatment,0,0,0,0
2742,control,3,0,0,0
2743,treatment,3,0,0,0
2744,treatment,3,0,0,0
2745,treatment,0,0,0,0
2746,control,3,0,0,0
2747,treatment,3,0,0,0
2748,treatment,0,0,0,0
2749,treatment,3,1,0,0
2750,treatment,2,0,0,0
2751,treatment,3,1,1,0
2752,treatment,0,0,0,0
2753,treatment,3,2,0,0
2754,treatment,2,0,0,0
2755,treatment,3,0,0,0
2756,treatment,3,1,1,0
2757,treatment,2,0,0,0
2758,treatment,1,0,0,0
2759,control,0,0,0,0
2760,treatment,0,0,0,0
2761,treatment,0,0,0,0
2762,treatment,2,0,0,0
2763,treatment,0,0,0,0
2764,treatment,3,3,0,0
2765,control,3,1,0,0
2766,treatment,0,0,0,0
2767,treatment,1,0,0,0
2768,treatment,3,2,0,0
2769,treatment,4,3,2,0
2770,treatment,3,0,0,0
2771,treatment,3,0,0,0
2772,treatment,1,0,0,0
2773,treatment,3,0,0,0
2774,treatment,1,0,0,0
2775,control,2,0,0,0
2776,treatment,0,0,0,0
2777,treatment,0,0,0,0
2778,treatment,4,0,0,0
2779,treatment,0,0,0,0
2780,treatment,1,0,0,0
2781,treatment,1,0,0,0
2782,treatment,3,0,0,0
2783,treatment,0,0,0,0
2784,treatment,3,0,0,0
2785,treatment,3,0,0,0
2786,treatment,3,0,0,0
2787,treatment,3,0,0,0
2788,treatment,3,0,0,0
2789,treatment,0,0,0,0
2790,treatment,1,0,0,0
2791,treatment,3,0,0,0
2792,treatment,3,0,0,0
2793,treatment,0,0,0,0
2794,treatment,0,0,0,0
2795,treatment,3,0,0,0
2796,treatment,0,0,0,0
2797,treatment,0,0,0,0
2798,treatment,3,0,0,0
2799,treatment,0,0,0,0
2800,treatment,3,0,0,0
2801,treatment,3,3,0,0
2802,treatment,0,0,0,0
2803,treatment,0,0,0,0
2804,treatment,3,0,0,0
2805,treatment,3,1,0,0
2806,treatment,2,2,2,0
2807,treatment,0,0,0,0
2808,treatment,0,0,0,0
2809,treatment,2,0,0,0
2810,treatment,0,0,0,0
2811,treatment,3,3,1,0
2812,treatment,3,0,0,0
2813,treatment,0,0,0,0
2814,treatment,3,0,0,0
2815,treatment,4,1,0,0
2816,treatment,0,0,0,0
2817,treatment,3,0,0,0
2818,control,2,2,0,0
2819,treatment,3,0,0,0
2820,control,2,0,0,0
2821,treatment,1,0,0,0
2822,treatment,3,0,0,0
2823,treatment,2,0,0,0
2824,treatment,0,0,0,0
2825,treatment,0,0,0,0
2826,treatment,2,2,0,0
2827,treatment,3,1,0,0
2828,treatment,3,0,0,0
2829,treatment,3,0,0,0
2830,treatment,3,0,0,0
2831,treatment,3,0,0,0
2832,treatment,1,0,0,0
2833,treatment,0,0,0,0
2834,treatment,3,0,0,0
2835,control,3,0,0,0
2836,treatment,0,0,0,112
2837,treatment,3,0,0,0
2838,treatment,0,0,0,0
2839,treatment,2,1,1,0
2840,treatment,2,0,0,0
2841,treatment,3,0,0,0
2842,control,3,0,0,0
2843,treatment,1,0,0,0
2844,treatment,3,2,0,0
2845,treatment,3,1,0,0
2846,control,2,0,0,0
2847,treatment,3,0,0,0
2848,treatment,3,0,0,0
2849,treatment,0,0,0,0
2850,treatment,0,0,0,0
2851,treatment,0,0,0,0
2852,control,0,0,0,0
2853,treatment,2,0,0,0
2854,treatment,3,2,0,0
2855,treatment,0,0,0,0
2856,treatment,0,0,0,0
2857,treatment,1,0,0,0
2858,treatment,3,0,0,0
2859,treatment,4,0,0,0
2860,control,0,0,0,0
2861,treatment,3,0,0,0
2862,treatment,0,0,0,0
2863,treatment,3,0,0,0
2864,treatment,3,0,0,0
2865,treatment,3,0,0,0
2866,treatment,3,3,1,0
2867,treatment,4,2,1,0
2868,treatment,3,1,1,0
2869,treatment,3,0,0,0
2870,treatment,3,0,0,0
2871,control,0,0,0,0
2872,treatment,2,0,0,0
2873,treatment,3,0,0,0
2874,treatment,2,0,0,0
2875,treatment,0,0,0,0
2876,treatment,0,0,0,0
2877,treatment,2,0,0,0
2878,treatment,0,0,0,0
2879,treatment,3,3,0,0
2880,treatment,0,0,0,0
2881,treatment,3,0,0,0
2882,treatment,0,0,0,0
2883,treatment,0,0,0,0
2884,control,3,0,0,0
2885,treatment,0,0,0,0
2886,control,3,1,1,0
2887,treatment,3,0,0,0
2888,treatment,3,0,0,0
2889,treatment,3,0,0,0
2890,control,3,0,0,0
2891,treatment,3,0,0,0
2892,treatment,3,1,0,0
2893,treatment,0,0,0,0
2894,treatment,3,1,0,0
2895,treatment,3,0,0,0
2896,treatment,0,0,0,0
2897,treatment,0,0,0,0
2898,treatment,3,1,0,0
2899,treatment,3,1,0,0
2900,treatment,0,0,0,0
2901,treatment,2,2,0,0
2902,treatment,2,0,0,0
2903,treatment,0,0,0,0
2904,treatment,2,0,0,0
2905,treatment,3,1,0,0
2906,treatment,3,0,0,0
2907,treatment,0,0,0,0
2908,treatment,3,0,0,0
2909,control,0,0,0,0
2910,treatment,0,0,0,0
2911,treatment,2,2,1,0
2912,treatment,0,0,0,0
2913,treatment,3,0,0,0
2914,treatment,3,0,0,0
2915,treatment,3,0,0,0
2916,treatment,3,0,0,0
2917,treatment,3,1,0,0
2918,treatment,0,0,0,0
2919,treatment,2,0,0,0
2920,treatment,3,2,2,0
2921,treatment,0,0,0,0
2922,treatment,3,0,0,0
2923,treatment,2,0,0,0
2924,treatment,3,0,0,0
2925,treatment,0,0,0,0
2926,control,0,0,0,0
2927,treatment,0,0,0,0
2928,treatment,3,0,0,0
2929,treatment,0,0,0,0
2930,treatment,2,2,0,0
2931,treatment,2,1,0,0
2932,treatment,4,2,0,0
2933,treatment,3,0,0,0
2934,treatment,2,2,0,0
2935,treatment,1,0,0,0
2936,treatment,3,0,0,0
2937,treatment,3,0,0,0
2938,treatment,3,0,0,0
2939,treatment,0,0,0,0
2940,control,2,0,0,0
2941,treatment,3,1,0,0
2942,treatment,3,1,0,0
2943,treatment,0,0,0,0
2944,treatment,3,1,0,0
2945,treatment,1,0,0,0
2946,treatment,3,0,0,0
2947,treatment,3,0,0,0
2948,treatment,3,0,0,0
2949,control,2,2,0,0
2950,treatment,3,1,0,0
2951,treatment,3,0,0,0
2952,treatment,3,0,0,0
2953,treatment,3,0,0,0
2954,treatment,0,0,0,0
2955,treatment,2,0,0,0
2956,treatment,3,0,0,0
2957,treatment,1,0,0,0
2958,treatment,0,0,0,0
2959,treatment,3,0,0,0
2960,treatment,1,1,0,0
2961,treatment,3,0,0,0
2962,treatment,0,0,0,0
2963,treatment,3,0,0,0
2964,control,3,0,0,0
2965,treatment,3,0,0,0
2966,treatment,3,0,0,0
2967,treatment,3,1,0,0
2968,control,2,0,0,0
2969,treatment,4,4,1,168.94
2970,treatment,3,0,0,0
2971,treatment,3,0,0,0
2972,treatment,2,0,0,0
2973,treatment,1,0,0,0
2974,treatment,3,0,0,0
2975,treatment,0,0,0,0
2976,treatment,2,0,0,0
2977,treatment,0,0,0,0
2978,treatment,3,0,0,0
2979,treatment,4,1,0,0
2980,treatment,0,0,0,0
2981,treatment,0,0,0,0
2982,treatment,3,1,0,0
2983,treatment,3,0,0,0
2984,treatment,3,0,0,0
2985,treatment,2,1,0,0
2986,treatment,2,0,0,0
2987,treatment,0,0,0,0
2988,treatment,0,0,0,0
2989,treatment,3,0,0,0
2990,treatment,3,0,0,0
2991,treatment,3,0,0,0
2992,control,3,1,0,0
2993,treatment,2,0,0,0
2994,treatment,3,1,0,0
2995,treatment,3,0,0,0
2996,control,0,0,0,0
2997,treatment,0,0,0,0
2998,treatment,1,0,0,0
2999,treatment,2,0,0,0
3000,treatment,0,0,0,0
3001,control,3,0,0,0
3002,treatment,3,1,0,0
3003,treatment,0,0,0,0
3004,treatment,3,0,0,0
3005,control,0,0,0,0
3006,treatment,3,0,0,0
3007,treatment,3,0,0,0
3008,treatment,3,2,1,0
3009,treatment,0,0,0,0
3010,treatment,0,0,0,0
3011,treatment,3,0,0,0
3012,treatment,0,0,0,0
3013,control,3,0,0,0
3014,treatment,0,0,0,0
3015,treatment,2,0,0,0
3016,treatment,0,0,0,0
3017,control,0,0,0,0
3018,treatment,3,0,0,0
3019,treatment,1,0,0,0
3020,treatment,0,0,0,0
3021,treatment,1,0,0,0
3022,treatment,3,0,0,0
3023,treatment,1,0,0,0
3024,treatment,3,0,0,0
3025,treatment,2,2,0,0
3026,treatment,0,0,0,0
3027,treatment,0,0,0,0
3028,control,0,0,0,0
3029,treatment,3,0,0,0
3030,treatment,2,0,0,0
3031,treatment,0,0,0,0
3032,treatment,0,0,0,0
3033,treatment,0,0,0,0
3034,treatment,1,0,0,0
3035,treatment,2,0,0,0
3036,treatment,3,1,0,0
3037,treatment,3,0,0,0
3038,treatment,3,0,0,0
3039,treatment,3,0,0,0
3040,treatment,3,0,0,0
3041,treatment,3,0,0,0
3042,control,0,0,0,0
3043,treatment,3,0,0,0
3044,control,2,0,0,0
3045,control,3,0,0,0
3046,treatment,3,0,0,0
3047,treatment,3,0,0,0
3048,control,3,0,0,0
3049,treatment,3,0,0,0
3050,treatment,3,0,0,0
3051,treatment,3,0,0,0
3052,treatment,1,0,0,0
3053,treatment,0,0,0,0
3054,treatment,1,0,0,0
3055,control,2,0,0,0
3056,treatment,0,0,0,0
3057,treatment,0,0,0,0
3058,treatment,0,0,0,0
3059,treatment,3,2,0,0
3060,treatment,2,0,0,0
3061,treatment,1,0,0,0
3062,treatment,3,0,0,0
3063,treatment,0,0,0,0
3064,control,3,0,0,0
3065,treatment,1,0,0,0
3066,treatment,0,0,0,0
3067,treatment,2,0,0,0
3068,treatment,3,0,0,0
3069,treatment,3,1,0,0
3070,treatment,0,0,0,0
3071,treatment,0,0,0,0
3072,control,3,0,0,0
3073,treatment,3,1,0,0
3074,treatment,3,0,0,0
3075,treatment,3,0,0,0
