count,season_1,season_2,season_3,season_4,workingday,holiday,hour,weather_1,weather_2,weather_3,weather_4,temp,atemp,humidity,windspeed
13,FALSE,FALSE,TRUE,FALSE,1,0,2,TRUE,FALSE,FALSE,FALSE,27.06,31.06,74,6.0032
8,FALSE,FALSE,TRUE,FALSE,1,0,3,TRUE,FALSE,FALSE,FALSE,27.06,31.06,74,15.0013
5,FALSE,FALSE,TRUE,FALSE,1,0,4,TRUE,FALSE,FALSE,FALSE,27.06,31.06,69,11.0014
20,FALSE,FALSE,TRUE,FALSE,1,0,5,TRUE,FALSE,FALSE,FALSE,27.06,31.06,69,0
94,FALSE,FALSE,TRUE,FALSE,1,0,6,TRUE,FALSE,FALSE,FALSE,27.06,31.06,74,6.0032
270,FALSE,FALSE,TRUE,FALSE,1,0,7,TRUE,FALSE,FALSE,FALSE,28.7,32.575,65,6.0032
432,FALSE,FALSE,TRUE,FALSE,1,0,8,TRUE,FALSE,FALSE,FALSE,29.52,34.09,62,8.9981
227,FALSE,FALSE,TRUE,FALSE,1,0,9,TRUE,FALSE,FALSE,FALSE,30.34,34.09,58,8.9981
139,FALSE,FALSE,TRUE,FALSE,1,0,10,TRUE,FALSE,FALSE,FALSE,31.16,34.85,52,7.0015
172,FALSE,FALSE,TRUE,FALSE,1,0,11,TRUE,FALSE,FALSE,FALSE,31.98,34.85,46,7.0015
201,FALSE,FALSE,TRUE,FALSE,1,0,12,TRUE,FALSE,FALSE,FALSE,32.8,36.365,43,7.0015
203,FALSE,FALSE,TRUE,FALSE,1,0,13,TRUE,FALSE,FALSE,FALSE,33.62,37.12,43,7.0015
178,FALSE,FALSE,TRUE,FALSE,1,0,14,TRUE,FALSE,FALSE,FALSE,32.8,37.12,49,11.0014
162,FALSE,FALSE,TRUE,FALSE,1,0,15,TRUE,FALSE,FALSE,FALSE,33.62,37.12,43,0
281,FALSE,FALSE,TRUE,FALSE,1,0,16,TRUE,FALSE,FALSE,FALSE,33.62,37.88,46,7.0015
545,FALSE,FALSE,TRUE,FALSE,1,0,17,TRUE,FALSE,FALSE,FALSE,33.62,37.88,46,7.0015
496,FALSE,FALSE,TRUE,FALSE,1,0,18,TRUE,FALSE,FALSE,FALSE,32.8,37.88,55,11.0014
368,FALSE,FALSE,TRUE,FALSE,1,0,19,TRUE,FALSE,FALSE,FALSE,32.8,38.635,59,8.9981
284,FALSE,FALSE,TRUE,FALSE,1,0,20,TRUE,FALSE,FALSE,FALSE,31.16,36.365,66,7.0015
245,FALSE,FALSE,TRUE,FALSE,1,0,21,TRUE,FALSE,FALSE,FALSE,31.98,37.12,62,16.9979
155,FALSE,FALSE,TRUE,FALSE,1,0,22,TRUE,FALSE,FALSE,FALSE,31.16,36.365,66,15.0013
73,FALSE,FALSE,TRUE,FALSE,1,0,23,TRUE,FALSE,FALSE,FALSE,30.34,34.85,66,11.0014
37,FALSE,FALSE,TRUE,FALSE,1,0,0,TRUE,FALSE,FALSE,FALSE,29.52,34.85,74,12.998
15,FALSE,FALSE,TRUE,FALSE,1,0,1,TRUE,FALSE,FALSE,FALSE,28.7,33.335,74,8.9981
5,FALSE,FALSE,TRUE,FALSE,1,0,2,TRUE,FALSE,FALSE,FALSE,28.7,33.335,79,6.0032
6,FALSE,FALSE,TRUE,FALSE,1,0,3,TRUE,FALSE,FALSE,FALSE,28.7,33.335,79,0
6,FALSE,FALSE,TRUE,FALSE,1,0,4,FALSE,TRUE,FALSE,FALSE,27.88,31.82,83,6.0032
35,FALSE,FALSE,TRUE,FALSE,1,0,5,TRUE,FALSE,FALSE,FALSE,27.88,31.82,83,6.0032
121,FALSE,FALSE,TRUE,FALSE,1,0,6,TRUE,FALSE,FALSE,FALSE,28.7,33.335,79,6.0032
312,FALSE,FALSE,TRUE,FALSE,1,0,7,FALSE,TRUE,FALSE,FALSE,29.52,34.85,79,0
428,FALSE,FALSE,TRUE,FALSE,1,0,8,FALSE,TRUE,FALSE,FALSE,29.52,34.85,74,7.0015
189,FALSE,FALSE,TRUE,FALSE,1,0,9,FALSE,FALSE,TRUE,FALSE,28.7,33.335,79,12.998
43,FALSE,FALSE,TRUE,FALSE,1,0,10,FALSE,FALSE,TRUE,FALSE,28.7,33.335,79,6.0032
127,FALSE,FALSE,TRUE,FALSE,1,0,11,FALSE,TRUE,FALSE,FALSE,29.52,34.85,74,0
152,FALSE,FALSE,TRUE,FALSE,1,0,12,FALSE,TRUE,FALSE,FALSE,30.34,34.85,66,6.0032
140,FALSE,FALSE,TRUE,FALSE,1,0,13,FALSE,TRUE,FALSE,FALSE,30.34,34.85,70,7.0015
163,FALSE,FALSE,TRUE,FALSE,1,0,14,TRUE,FALSE,FALSE,FALSE,31.16,36.365,66,19.0012
185,FALSE,FALSE,TRUE,FALSE,1,0,15,TRUE,FALSE,FALSE,FALSE,31.16,36.365,70,19.0012
275,FALSE,FALSE,TRUE,FALSE,1,0,16,TRUE,FALSE,FALSE,FALSE,31.16,36.365,70,16.9979
596,FALSE,FALSE,TRUE,FALSE,1,0,17,TRUE,FALSE,FALSE,FALSE,31.98,37.12,59,15.0013
563,FALSE,FALSE,TRUE,FALSE,1,0,18,TRUE,FALSE,FALSE,FALSE,31.16,35.605,62,12.998
394,FALSE,FALSE,TRUE,FALSE,1,0,19,TRUE,FALSE,FALSE,FALSE,30.34,34.85,70,15.0013
312,FALSE,FALSE,TRUE,FALSE,1,0,20,TRUE,FALSE,FALSE,FALSE,29.52,34.85,74,16.9979
241,FALSE,FALSE,TRUE,FALSE,1,0,21,TRUE,FALSE,FALSE,FALSE,28.7,33.335,79,12.998
186,FALSE,FALSE,TRUE,FALSE,1,0,22,TRUE,FALSE,FALSE,FALSE,28.7,33.335,79,12.998
98,FALSE,FALSE,TRUE,FALSE,1,0,23,TRUE,FALSE,FALSE,FALSE,27.88,31.82,83,15.0013
35,FALSE,FALSE,TRUE,FALSE,1,0,0,TRUE,FALSE,FALSE,FALSE,27.06,29.545,89,8.9981
16,FALSE,FALSE,TRUE,FALSE,1,0,1,TRUE,FALSE,FALSE,FALSE,27.06,29.545,89,12.998
8,FALSE,FALSE,TRUE,FALSE,1,0,2,TRUE,FALSE,FALSE,FALSE,27.06,29.545,89,12.998
4,FALSE,FALSE,TRUE,FALSE,1,0,3,TRUE,FALSE,FALSE,FALSE,26.24,28.03,94,7.0015
4,FALSE,FALSE,TRUE,FALSE,1,0,4,TRUE,FALSE,FALSE,FALSE,26.24,28.79,89,7.0015
32,FALSE,FALSE,TRUE,FALSE,1,0,5,TRUE,FALSE,FALSE,FALSE,26.24,28.79,89,7.0015
118,FALSE,FALSE,TRUE,FALSE,1,0,6,FALSE,TRUE,FALSE,FALSE,26.24,28.79,89,8.9981
292,FALSE,FALSE,TRUE,FALSE,1,0,7,FALSE,TRUE,FALSE,FALSE,27.06,29.545,89,7.0015
443,FALSE,FALSE,TRUE,FALSE,1,0,8,FALSE,TRUE,FALSE,FALSE,28.7,33.335,79,12.998
179,FALSE,FALSE,TRUE,FALSE,1,0,9,TRUE,FALSE,FALSE,FALSE,30.34,34.85,70,11.0014
101,FALSE,FALSE,TRUE,FALSE,1,0,10,TRUE,FALSE,FALSE,FALSE,31.98,37.12,62,0
142,FALSE,FALSE,TRUE,FALSE,1,0,11,TRUE,FALSE,FALSE,FALSE,33.62,38.635,52,8.9981
171,FALSE,FALSE,TRUE,FALSE,1,0,12,TRUE,FALSE,FALSE,FALSE,34.44,38.635,41,0
155,FALSE,FALSE,TRUE,FALSE,1,0,13,TRUE,FALSE,FALSE,FALSE,35.26,39.395,41,0
160,FALSE,FALSE,TRUE,FALSE,1,0,14,TRUE,FALSE,FALSE,FALSE,35.26,39.395,41,16.9979
166,FALSE,FALSE,TRUE,FALSE,1,0,15,TRUE,FALSE,FALSE,FALSE,35.26,39.395,41,16.9979
265,FALSE,FALSE,TRUE,FALSE,1,0,16,TRUE,FALSE,FALSE,FALSE,35.26,38.635,39,15.0013
569,FALSE,FALSE,TRUE,FALSE,1,0,17,TRUE,FALSE,FALSE,FALSE,35.26,37.88,36,16.9979
562,FALSE,FALSE,TRUE,FALSE,1,0,18,TRUE,FALSE,FALSE,FALSE,34.44,37.88,44,19.9995
365,FALSE,FALSE,TRUE,FALSE,1,0,19,TRUE,FALSE,FALSE,FALSE,33.62,38.635,52,19.0012
285,FALSE,FALSE,TRUE,FALSE,1,0,20,TRUE,FALSE,FALSE,FALSE,31.16,35.605,58,23.9994
209,FALSE,FALSE,TRUE,FALSE,1,0,21,TRUE,FALSE,FALSE,FALSE,30.34,34.09,62,11.0014
182,FALSE,FALSE,TRUE,FALSE,1,0,22,TRUE,FALSE,FALSE,FALSE,30.34,34.09,62,11.0014
129,FALSE,FALSE,TRUE,FALSE,1,0,23,TRUE,FALSE,FALSE,FALSE,29.52,34.09,66,0
47,FALSE,FALSE,TRUE,FALSE,1,0,0,TRUE,FALSE,FALSE,FALSE,30.34,34.85,66,7.0015
34,FALSE,FALSE,TRUE,FALSE,1,0,1,TRUE,FALSE,FALSE,FALSE,29.52,34.85,79,0
22,FALSE,FALSE,TRUE,FALSE,1,0,2,FALSE,TRUE,FALSE,FALSE,28.7,33.335,74,11.0014
6,FALSE,FALSE,TRUE,FALSE,1,0,3,TRUE,FALSE,FALSE,FALSE,27.88,31.82,79,7.0015
11,FALSE,FALSE,TRUE,FALSE,1,0,4,TRUE,FALSE,FALSE,FALSE,28.7,33.335,79,16.9979
27,FALSE,FALSE,TRUE,FALSE,1,0,5,TRUE,FALSE,FALSE,FALSE,27.88,31.82,79,16.9979
102,FALSE,FALSE,TRUE,FALSE,1,0,6,TRUE,FALSE,FALSE,FALSE,28.7,33.335,74,7.0015
332,FALSE,FALSE,TRUE,FALSE,1,0,7,FALSE,TRUE,FALSE,FALSE,28.7,33.335,79,12.998
457,FALSE,FALSE,TRUE,FALSE,1,0,8,FALSE,TRUE,FALSE,FALSE,29.52,34.85,74,16.9979
241,FALSE,FALSE,TRUE,FALSE,1,0,9,FALSE,TRUE,FALSE,FALSE,31.16,36.365,70,19.9995
138,FALSE,FALSE,TRUE,FALSE,1,0,10,FALSE,TRUE,FALSE,FALSE,30.34,34.85,70,23.9994
165,FALSE,FALSE,TRUE,FALSE,1,0,11,FALSE,TRUE,FALSE,FALSE,30.34,35.605,74,16.9979
213,FALSE,FALSE,TRUE,FALSE,1,0,12,FALSE,TRUE,FALSE,FALSE,31.16,36.365,70,19.0012
229,FALSE,FALSE,TRUE,FALSE,1,0,13,FALSE,TRUE,FALSE,FALSE,31.98,37.88,66,19.0012
216,FALSE,FALSE,TRUE,FALSE,1,0,14,FALSE,TRUE,FALSE,FALSE,32.8,39.395,63,23.9994
141,FALSE,FALSE,TRUE,FALSE,1,0,15,FALSE,TRUE,FALSE,FALSE,32.8,39.395,63,23.9994
132,FALSE,FALSE,TRUE,FALSE,1,0,16,FALSE,FALSE,TRUE,FALSE,27.88,31.82,83,30.0026
167,FALSE,FALSE,TRUE,FALSE,1,0,17,FALSE,FALSE,TRUE,FALSE,27.06,29.545,89,30.0026
316,FALSE,FALSE,TRUE,FALSE,1,0,18,TRUE,FALSE,FALSE,FALSE,27.06,30.305,83,6.0032
270,FALSE,FALSE,TRUE,FALSE,1,0,19,TRUE,FALSE,FALSE,FALSE,27.06,30.305,83,6.0032
250,FALSE,FALSE,TRUE,FALSE,1,0,20,TRUE,FALSE,FALSE,FALSE,27.06,30.305,83,11.0014
204,FALSE,FALSE,TRUE,FALSE,1,0,21,FALSE,TRUE,FALSE,FALSE,27.06,30.305,83,16.9979
169,FALSE,FALSE,TRUE,FALSE,1,0,22,FALSE,TRUE,FALSE,FALSE,27.06,30.305,78,12.998
151,FALSE,FALSE,TRUE,FALSE,1,0,23,FALSE,TRUE,FALSE,FALSE,27.06,30.305,78,6.0032
121,FALSE,FALSE,TRUE,FALSE,0,0,0,FALSE,TRUE,FALSE,FALSE,27.06,30.305,83,8.9981
53,FALSE,FALSE,TRUE,FALSE,0,0,1,FALSE,TRUE,FALSE,FALSE,26.24,28.79,89,7.0015
55,FALSE,FALSE,TRUE,FALSE,0,0,2,TRUE,FALSE,FALSE,FALSE,26.24,28.79,89,11.0014
30,FALSE,FALSE,TRUE,FALSE,0,0,3,TRUE,FALSE,FALSE,FALSE,26.24,28.79,89,8.9981
6,FALSE,FALSE,TRUE,FALSE,0,0,4,TRUE,FALSE,FALSE,FALSE,26.24,28.79,83,15.0013
15,FALSE,FALSE,TRUE,FALSE,0,0,5,FALSE,TRUE,FALSE,FALSE,25.42,28.03,88,11.0014
38,FALSE,FALSE,TRUE,FALSE,0,0,6,FALSE,TRUE,FALSE,FALSE,26.24,28.79,83,12.998
71,FALSE,FALSE,TRUE,FALSE,0,0,7,TRUE,FALSE,FALSE,FALSE,27.06,30.305,78,12.998
182,FALSE,FALSE,TRUE,FALSE,0,0,8,TRUE,FALSE,FALSE,FALSE,28.7,32.575,70,16.9979
247,FALSE,FALSE,TRUE,FALSE,0,0,9,TRUE,FALSE,FALSE,FALSE,30.34,34.09,58,19.0012
264,FALSE,FALSE,TRUE,FALSE,0,0,10,TRUE,FALSE,FALSE,FALSE,31.16,34.85,52,11.0014
290,FALSE,FALSE,TRUE,FALSE,0,0,11,TRUE,FALSE,FALSE,FALSE,31.98,34.85,46,19.9995
366,FALSE,FALSE,TRUE,FALSE,0,0,12,TRUE,FALSE,FALSE,FALSE,32.8,36.365,46,16.9979
416,FALSE,FALSE,TRUE,FALSE,0,0,13,TRUE,FALSE,FALSE,FALSE,33.62,37.12,41,15.0013
373,FALSE,FALSE,TRUE,FALSE,0,0,14,TRUE,FALSE,FALSE,FALSE,34.44,37.12,36,8.9981
402,FALSE,FALSE,TRUE,FALSE,0,0,15,TRUE,FALSE,FALSE,FALSE,34.44,36.365,34,6.0032
416,FALSE,FALSE,TRUE,FALSE,0,0,16,TRUE,FALSE,FALSE,FALSE,33.62,36.365,38,0
401,FALSE,FALSE,TRUE,FALSE,0,0,17,TRUE,FALSE,FALSE,FALSE,34.44,36.365,32,0
378,FALSE,FALSE,TRUE,FALSE,0,0,18,TRUE,FALSE,FALSE,FALSE,33.62,36.365,36,7.0015
306,FALSE,FALSE,TRUE,FALSE,0,0,19,TRUE,FALSE,FALSE,FALSE,31.16,34.85,55,11.0014
314,FALSE,FALSE,TRUE,FALSE,0,0,20,TRUE,FALSE,FALSE,FALSE,31.16,35.605,58,15.0013
238,FALSE,FALSE,TRUE,FALSE,0,0,21,TRUE,FALSE,FALSE,FALSE,30.34,34.09,58,11.0014
214,FALSE,FALSE,TRUE,FALSE,0,0,22,TRUE,FALSE,FALSE,FALSE,29.52,34.09,62,11.0014
140,FALSE,FALSE,TRUE,FALSE,0,0,23,TRUE,FALSE,FALSE,FALSE,29.52,33.335,58,12.998
154,FALSE,FALSE,TRUE,FALSE,0,0,0,TRUE,FALSE,FALSE,FALSE,28.7,32.575,61,11.0014
113,FALSE,FALSE,TRUE,FALSE,0,0,1,TRUE,FALSE,FALSE,FALSE,28.7,32.575,61,8.9981
96,FALSE,FALSE,TRUE,FALSE,0,0,2,TRUE,FALSE,FALSE,FALSE,27.88,31.82,69,6.0032
25,FALSE,FALSE,TRUE,FALSE,0,0,3,TRUE,FALSE,FALSE,FALSE,27.06,31.06,74,6.0032
5,FALSE,FALSE,TRUE,FALSE,0,0,4,TRUE,FALSE,FALSE,FALSE,27.06,31.06,69,6.0032
17,FALSE,FALSE,TRUE,FALSE,0,0,5,TRUE,FALSE,FALSE,FALSE,27.06,31.06,74,0
25,FALSE,FALSE,TRUE,FALSE,0,0,6,TRUE,FALSE,FALSE,FALSE,26.24,29.545,78,6.0032
65,FALSE,FALSE,TRUE,FALSE,0,0,7,TRUE,FALSE,FALSE,FALSE,28.7,32.575,70,6.0032
92,FALSE,FALSE,TRUE,FALSE,0,0,8,TRUE,FALSE,FALSE,FALSE,29.52,34.09,66,0
169,FALSE,FALSE,TRUE,FALSE,0,0,9,TRUE,FALSE,FALSE,FALSE,30.34,34.85,66,6.0032
268,FALSE,FALSE,TRUE,FALSE,0,0,10,TRUE,FALSE,FALSE,FALSE,31.16,34.85,55,8.9981
287,FALSE,FALSE,TRUE,FALSE,0,0,11,TRUE,FALSE,FALSE,FALSE,31.98,36.365,55,12.998
377,FALSE,FALSE,TRUE,FALSE,0,0,12,TRUE,FALSE,FALSE,FALSE,33.62,37.88,46,19.0012
367,FALSE,FALSE,TRUE,FALSE,0,0,13,TRUE,FALSE,FALSE,FALSE,32.8,36.365,46,19.9995
349,FALSE,FALSE,TRUE,FALSE,0,0,14,TRUE,FALSE,FALSE,FALSE,33.62,37.12,41,22.0028
361,FALSE,FALSE,TRUE,FALSE,0,0,15,TRUE,FALSE,FALSE,FALSE,34.44,37.12,39,19.0012
372,FALSE,FALSE,TRUE,FALSE,0,0,16,TRUE,FALSE,FALSE,FALSE,34.44,37.88,41,19.0012
363,FALSE,FALSE,TRUE,FALSE,0,0,17,TRUE,FALSE,FALSE,FALSE,34.44,37.12,36,15.0013
363,FALSE,FALSE,TRUE,FALSE,0,0,18,TRUE,FALSE,FALSE,FALSE,33.62,37.12,43,19.0012
303,FALSE,FALSE,TRUE,FALSE,0,0,19,TRUE,FALSE,FALSE,FALSE,32.8,37.12,49,22.0028
268,FALSE,FALSE,TRUE,FALSE,0,0,20,TRUE,FALSE,FALSE,FALSE,31.16,34.85,55,12.998
227,FALSE,FALSE,TRUE,FALSE,0,0,21,TRUE,FALSE,FALSE,FALSE,30.34,34.09,62,16.9979
143,FALSE,FALSE,TRUE,FALSE,0,0,22,TRUE,FALSE,FALSE,FALSE,30.34,34.85,66,15.0013
72,FALSE,FALSE,TRUE,FALSE,0,0,23,TRUE,FALSE,FALSE,FALSE,29.52,34.09,66,16.9979
35,FALSE,FALSE,TRUE,FALSE,1,0,0,TRUE,FALSE,FALSE,FALSE,28.7,32.575,65,12.998
10,FALSE,FALSE,TRUE,FALSE,1,0,1,TRUE,FALSE,FALSE,FALSE,28.7,32.575,61,19.0012
12,FALSE,FALSE,TRUE,FALSE,1,0,2,TRUE,FALSE,FALSE,FALSE,28.7,32.575,61,15.0013
10,FALSE,FALSE,TRUE,FALSE,1,0,3,TRUE,FALSE,FALSE,FALSE,27.88,31.82,65,11.0014
4,FALSE,FALSE,TRUE,FALSE,1,0,4,TRUE,FALSE,FALSE,FALSE,27.06,31.06,74,15.0013
26,FALSE,FALSE,TRUE,FALSE,1,0,5,TRUE,FALSE,FALSE,FALSE,27.06,31.06,74,8.9981
121,FALSE,FALSE,TRUE,FALSE,1,0,6,TRUE,FALSE,FALSE,FALSE,27.88,31.82,74,12.998
317,FALSE,FALSE,TRUE,FALSE,1,0,7,TRUE,FALSE,FALSE,FALSE,28.7,33.335,74,16.9979
420,FALSE,FALSE,TRUE,FALSE,1,0,8,TRUE,FALSE,FALSE,FALSE,30.34,34.85,66,19.0012
208,FALSE,FALSE,TRUE,FALSE,1,0,9,TRUE,FALSE,FALSE,FALSE,31.98,37.12,59,19.9995
117,FALSE,FALSE,TRUE,FALSE,1,0,10,TRUE,FALSE,FALSE,FALSE,32.8,37.88,55,23.9994
128,FALSE,FALSE,TRUE,FALSE,1,0,11,TRUE,FALSE,FALSE,FALSE,33.62,39.395,56,19.9995
148,FALSE,FALSE,TRUE,FALSE,1,0,12,TRUE,FALSE,FALSE,FALSE,34.44,40.15,53,19.0012
141,FALSE,FALSE,TRUE,FALSE,1,0,13,TRUE,FALSE,FALSE,FALSE,35.26,40.91,50,16.9979
134,FALSE,FALSE,TRUE,FALSE,1,0,14,TRUE,FALSE,FALSE,FALSE,35.26,41.665,53,19.0012
146,FALSE,FALSE,TRUE,FALSE,1,0,15,TRUE,FALSE,FALSE,FALSE,35.26,42.425,56,27.9993
239,FALSE,FALSE,TRUE,FALSE,1,0,16,TRUE,FALSE,FALSE,FALSE,35.26,42.425,56,26.0027
514,FALSE,FALSE,TRUE,FALSE,1,0,17,TRUE,FALSE,FALSE,FALSE,35.26,42.425,56,27.9993
472,FALSE,FALSE,TRUE,FALSE,1,0,18,TRUE,FALSE,FALSE,FALSE,35.26,41.665,53,26.0027
373,FALSE,FALSE,TRUE,FALSE,1,0,19,TRUE,FALSE,FALSE,FALSE,34.44,41.665,59,22.0028
236,FALSE,FALSE,TRUE,FALSE,1,0,20,TRUE,FALSE,FALSE,FALSE,29.52,34.85,74,27.9993
130,FALSE,FALSE,TRUE,FALSE,1,0,21,TRUE,FALSE,FALSE,FALSE,28.7,33.335,79,27.9993
90,FALSE,FALSE,TRUE,FALSE,1,0,22,TRUE,FALSE,FALSE,FALSE,29.52,34.85,74,8.9981
55,FALSE,FALSE,TRUE,FALSE,1,0,23,TRUE,FALSE,FALSE,FALSE,28.7,33.335,79,8.9981
22,FALSE,FALSE,TRUE,FALSE,1,0,0,TRUE,FALSE,FALSE,FALSE,28.7,33.335,79,8.9981
14,FALSE,FALSE,TRUE,FALSE,1,0,1,TRUE,FALSE,FALSE,FALSE,28.7,33.335,79,6.0032
9,FALSE,FALSE,TRUE,FALSE,1,0,2,TRUE,FALSE,FALSE,FALSE,28.7,33.335,79,7.0015
8,FALSE,FALSE,TRUE,FALSE,1,0,3,FALSE,TRUE,FALSE,FALSE,28.7,33.335,79,0
6,FALSE,FALSE,TRUE,FALSE,1,0,4,TRUE,FALSE,FALSE,FALSE,28.7,33.335,79,11.0014
25,FALSE,FALSE,TRUE,FALSE,1,0,5,TRUE,FALSE,FALSE,FALSE,28.7,33.335,79,6.0032
115,FALSE,FALSE,TRUE,FALSE,1,0,6,TRUE,FALSE,FALSE,FALSE,30.34,34.09,58,15.0013
330,FALSE,FALSE,TRUE,FALSE,1,0,7,TRUE,FALSE,FALSE,FALSE,31.16,34.85,55,12.998
417,FALSE,FALSE,TRUE,FALSE,1,0,8,TRUE,FALSE,FALSE,FALSE,31.16,35.605,58,15.0013
176,FALSE,FALSE,TRUE,FALSE,1,0,9,TRUE,FALSE,FALSE,FALSE,31.98,36.365,55,32.9975
123,FALSE,FALSE,TRUE,FALSE,1,0,10,TRUE,FALSE,FALSE,FALSE,33.62,38.635,52,11.0014
125,FALSE,FALSE,TRUE,FALSE,1,0,11,TRUE,FALSE,FALSE,FALSE,33.62,38.635,52,11.0014
163,FALSE,FALSE,TRUE,FALSE,1,0,12,TRUE,FALSE,FALSE,FALSE,35.26,39.395,44,19.9995
136,FALSE,FALSE,TRUE,FALSE,1,0,13,TRUE,FALSE,FALSE,FALSE,35.26,40.15,47,15.0013
124,FALSE,FALSE,TRUE,FALSE,1,0,14,TRUE,FALSE,FALSE,FALSE,36.9,42.425,42,19.9995
148,FALSE,FALSE,TRUE,FALSE,1,0,15,TRUE,FALSE,FALSE,FALSE,36.9,42.425,42,23.9994
202,FALSE,FALSE,TRUE,FALSE,1,0,16,TRUE,FALSE,FALSE,FALSE,35.26,39.395,44,19.0012
428,FALSE,FALSE,TRUE,FALSE,1,0,17,TRUE,FALSE,FALSE,FALSE,36.08,40.91,44,19.0012
511,FALSE,FALSE,TRUE,FALSE,1,0,18,TRUE,FALSE,FALSE,FALSE,35.26,40.15,47,19.9995
337,FALSE,FALSE,TRUE,FALSE,1,0,19,TRUE,FALSE,FALSE,FALSE,34.44,37.88,44,19.0012
308,FALSE,FALSE,TRUE,FALSE,1,0,20,TRUE,FALSE,FALSE,FALSE,33.62,37.12,43,12.998
258,FALSE,FALSE,TRUE,FALSE,1,0,21,TRUE,FALSE,FALSE,FALSE,33.62,37.12,43,7.0015
194,FALSE,FALSE,TRUE,FALSE,1,0,22,TRUE,FALSE,FALSE,FALSE,32.8,36.365,46,8.9981
79,FALSE,FALSE,TRUE,FALSE,1,0,23,TRUE,FALSE,FALSE,FALSE,31.98,35.605,52,0
46,FALSE,FALSE,TRUE,FALSE,1,0,0,TRUE,FALSE,FALSE,FALSE,31.16,35.605,62,0
12,FALSE,FALSE,TRUE,FALSE,1,0,1,TRUE,FALSE,FALSE,FALSE,31.16,34.85,55,0
5,FALSE,FALSE,TRUE,FALSE,1,0,2,TRUE,FALSE,FALSE,FALSE,31.16,34.85,55,0
4,FALSE,FALSE,TRUE,FALSE,1,0,3,TRUE,FALSE,FALSE,FALSE,30.34,34.09,58,12.998
5,FALSE,FALSE,TRUE,FALSE,1,0,4,TRUE,FALSE,FALSE,FALSE,30.34,34.09,58,16.9979
26,FALSE,FALSE,TRUE,FALSE,1,0,5,TRUE,FALSE,FALSE,FALSE,30.34,34.09,58,12.998
121,FALSE,FALSE,TRUE,FALSE,1,0,6,TRUE,FALSE,FALSE,FALSE,30.34,34.09,58,11.0014
313,FALSE,FALSE,TRUE,FALSE,1,0,7,TRUE,FALSE,FALSE,FALSE,31.16,34.85,55,16.9979
449,FALSE,FALSE,TRUE,FALSE,1,0,8,TRUE,FALSE,FALSE,FALSE,32.8,37.12,49,16.9979
186,FALSE,FALSE,TRUE,FALSE,1,0,9,TRUE,FALSE,FALSE,FALSE,33.62,37.12,41,12.998
113,FALSE,FALSE,TRUE,FALSE,1,0,10,TRUE,FALSE,FALSE,FALSE,33.62,37.88,46,12.998
165,FALSE,FALSE,TRUE,FALSE,1,0,11,TRUE,FALSE,FALSE,FALSE,34.44,37.12,39,11.0014
174,FALSE,FALSE,TRUE,FALSE,1,0,12,TRUE,FALSE,FALSE,FALSE,34.44,37.88,41,19.0012
158,FALSE,FALSE,TRUE,FALSE,1,0,13,FALSE,FALSE,TRUE,FALSE,33.62,37.88,46,8.9981
116,FALSE,FALSE,TRUE,FALSE,1,0,14,FALSE,FALSE,TRUE,FALSE,33.62,37.88,46,8.9981
46,FALSE,FALSE,TRUE,FALSE,1,0,15,FALSE,FALSE,TRUE,FALSE,26.24,28.03,94,8.9981
141,FALSE,FALSE,TRUE,FALSE,1,0,16,FALSE,TRUE,FALSE,FALSE,27.06,29.545,89,0
488,FALSE,FALSE,TRUE,FALSE,1,0,17,TRUE,FALSE,FALSE,FALSE,28.7,33.335,79,0
463,FALSE,FALSE,TRUE,FALSE,1,0,18,TRUE,FALSE,FALSE,FALSE,29.52,34.85,79,8.9981
419,FALSE,FALSE,TRUE,FALSE,1,0,19,TRUE,FALSE,FALSE,FALSE,28.7,33.335,79,7.0015
342,FALSE,FALSE,TRUE,FALSE,1,0,20,TRUE,FALSE,FALSE,FALSE,28.7,33.335,84,11.0014
250,FALSE,FALSE,TRUE,FALSE,1,0,21,TRUE,FALSE,FALSE,FALSE,28.7,33.335,79,7.0015
184,FALSE,FALSE,TRUE,FALSE,1,0,22,TRUE,FALSE,FALSE,FALSE,27.88,31.82,83,12.998
116,FALSE,FALSE,TRUE,FALSE,1,0,23,TRUE,FALSE,FALSE,FALSE,27.06,30.305,83,16.9979
46,FALSE,FALSE,TRUE,FALSE,1,0,0,TRUE,FALSE,FALSE,FALSE,27.06,31.06,69,19.9995
25,FALSE,FALSE,TRUE,FALSE,1,0,1,TRUE,FALSE,FALSE,FALSE,27.06,31.06,61,16.9979
10,FALSE,FALSE,TRUE,FALSE,1,0,2,TRUE,FALSE,FALSE,FALSE,26.24,31.06,57,19.9995
6,FALSE,FALSE,TRUE,FALSE,1,0,3,TRUE,FALSE,FALSE,FALSE,25.42,31.06,57,19.9995
6,FALSE,FALSE,TRUE,FALSE,1,0,4,TRUE,FALSE,FALSE,FALSE,25.42,31.06,53,16.9979
28,FALSE,FALSE,TRUE,FALSE,1,0,5,TRUE,FALSE,FALSE,FALSE,24.6,31.06,56,15.0013
130,FALSE,FALSE,TRUE,FALSE,1,0,6,TRUE,FALSE,FALSE,FALSE,24.6,30.305,60,15.0013
334,FALSE,FALSE,TRUE,FALSE,1,0,7,TRUE,FALSE,FALSE,FALSE,25.42,31.06,53,16.9979
