Hirdetéskod,Cím,Leírás,URL,Vételár,Egyéb költségek,Fizetendő magyarországi forgalomba helyezés esetén,Okmányok jellege,Szín,Állapot,Műszaki vizsga érvényes,Helyszín,Évjárat,Kilométeróra állása,Üzemanyag,Hajtás,Hengerűrtartalom,Teljesítmény,Sebességváltó fajtája,Klíma fajtája,Téli gumi méret,Nyári gumi méret,Saját tömeg,Felszereltség,Kivitel
14815085,OPEL ASTRA H 1.7 CDTI Classic III,"Családi okok miatt eladó. Jéghideg klíma, friss műszaki, szervizkönyv, leinformálható Kilóméter.",https://www.hasznaltauto.hu/szemelyauto/opel/astra_h/opel_astra_h_1_7_cdti_classic_iii-14815085,890000,"","",Érvényes magyar okmányokkal,"",Normál,"",,2011,280000,Dízel,Első kerék,1 686 cm³,125,Manuális (6 fokozatú) sebességváltó,Manuális klíma,"",205/55 R 16,1 400 kg,"állítható kormány, centrálzár, elektromos ablak elöl",Kombi
14794346,OPEL ASTRA H Caravan 1.4 Essentia,MEGKÍMÉLT KÜLSŐ BELSŐ ÁLLAPOTBAN! TELJES KÖRŰ ÜGYINTÉZÉS!,https://www.hasznaltauto.hu/szemelyauto/opel/astra_h/opel_astra_h_caravan_1_4_essentia-14794346,890000,"","",Érvényes magyar okmányokkal,"",Normál,"",,2004,170388,Benzin,Első kerék,1 364 cm³,90,Manuális (5 fokozatú) sebességváltó,Manuális klíma,"",195/65 R 15,1 280 kg,"ülésmagasság állítás, függönylégzsák, utasoldali légzsák, vezetőoldali légzsák, hátsó fejtámlák, állítható kormány, pótkerék, ködlámpa, fényszóró magasságállítás, elektromos ablak elöl, elektromos tükör, színezett üveg, vonóhorog, ABS (blokkolásgátló), indításgátló (immobiliser), centrálzár, szervokormány, CD-s autórádió",Kombi
14791149,OPEL ASTRA H Caravan 1.6 Enjoy Magyarországi!,"",https://www.hasznaltauto.hu/szemelyauto/opel/astra_h/opel_astra_h_caravan_1_6_enjoy_magyarorszagi-14791149,890000,"","",Érvényes magyar okmányokkal,Ezüst (metál),Normál,2021/3,,2009,324274,Benzin,Első kerék,1 598 cm³,116,Manuális (5 fokozatú) sebességváltó,Automata klíma,"",195/65 R 15,1 280 kg,"ülésmagasság állítás, multifunkciós kormánykerék, utasoldali légzsák, vezetőoldali légzsák, állítható kormány, fedélzeti komputer, pótkerék, ködlámpa, elektromos ablak elöl, elektromos tükör, ABS (blokkolásgátló), ASR (kipörgésgátló), ESP (menetstabilizátor), indításgátló (immobiliser), centrálzár, szervokormány, tempomat, CD-s autórádió, kihangosító",Kombi
14749885,OPEL ASTRA H 1.4 Essentia,"Magánszemélytől eladó. Folyamatosan szervizelt, megkímélt állapotban, a használatból eredő apró esztétikai hibákkal. Érdeklődni a megadott telefonszámon.",https://www.hasznaltauto.hu/szemelyauto/opel/astra_h/opel_astra_h_1_4_essentia-14749885,890000,"","",Érvényes magyar okmányokkal,Sötétzöld,Megkímélt,2020/10,,2004,218000,Benzin,Első kerék,1 364 cm³,90,Manuális (5 fokozatú) sebességváltó,Manuális klíma,"",195/65 R 15,1 155 kg,"ülésmagasság állítás, oldallégzsák, utasoldali légzsák, vezetőoldali légzsák, hátsó fejtámlák, állítható kormány, pótkerék, ködlámpa, elektromos ablak elöl, elektromos tükör, fűthető tükör, színezett üveg, ABS (blokkolásgátló), centrálzár, szervokormány, CD-s autórádió, 6 hangszóró",Ferdehátú
14742989,OPEL ASTRA H Caravan 1.9 CDTI Enjoy,Eladó a képen látható Opel Astra Caravan. Frissen szervízelt. Mindennapi használatból.,https://www.hasznaltauto.hu/szemelyauto/opel/astra_h/opel_astra_h_caravan_1_9_cdti_enjoy-14742989,890000,"","",Érvényes magyar okmányokkal,Szürke,Normál,"",,2006,294000,Dízel,Első kerék,1 910 cm³,101,Manuális (6 fokozatú) sebességváltó,Automata klíma,"",195/65 R 15,1 360 kg,"utasoldali légzsák, vezetőoldali légzsák, állítható kormány, centrálzár, tempomat, elektromos ablak elöl, elektromos ablak hátul, vonóhorog",Kombi
14740417,OPEL ASTRA H 1.3 CDTI Enjoy 1 ÉV GARANCIA! FRISS MŰSZAKI!,"GARANTÁLT, LEINFORMÁLHATÓ FUTÁSTELJESÍTMÉNY! KLÍMA, 8 LÉGZSÁK, ABS ÉS MÉG SZÁMTALAN EXTRA! SZERVIZPARTNERÜNKNÉL DÍJMENTES MŰSZERES ÁTVIZSGÁLÁST BIZTOSÍTUNK, MELYRŐL TÖBB MINT 25 PONTOS ÁLLAPOTLAPOT KÉSZÍTÜNK ÖNNEK! FIX HAVI TÖRLESZTÉSŰ LÍZING KONSTRUKCIÓK CASCÓVAL, VAGY CASCO NÉLKÜL, AKÁR HITELFEDEZETI BIZTOSÍTÁSSAL! A GÉPKOCSI PONTOS FELSZERELTSÉGÉRŐL ÉS ÁLTALÁNOS ÁLLAPOTÁRÓL, PARAMÉTEREIRŐL KÉRJÜK A HELYSZÍNEN SZEMÉLYESEN GYŐZŐDJÖN MEG. KERESSE A FASTBACK KFT-ÉT!",https://www.hasznaltauto.hu/szemelyauto/opel/astra_h/opel_astra_h_1_3_cdti_enjoy_1_ev_garancia_friss_muszaki-14740417,890000,"","",Érvényes magyar okmányokkal,Sötétszürke (metál),Kitűnő,2021/9,,2005,239500,Dízel,Első kerék,1 248 cm³,90,Manuális (6 fokozatú) sebességváltó,Manuális klíma,"",205/55 R 16,1 260 kg,"dönthető utasülések, ülésmagasság állítás, hűthető kesztyűtartó, deréktámasz, függönylégzsák, hátsó oldal légzsák, oldallégzsák, utasoldali légzsák, vezetőoldali légzsák, hátsó fejtámlák, állítható kormány, fedélzeti komputer, tolatóradar, ABS (blokkolásgátló), indításgátló (immobiliser), centrálzár, szervokormány, pótkerék, ködlámpa, fényszóró magasságállítás, elektromos ablak elöl, elektromos tükör, vonóhorog, CD-s autórádió",Ferdehátú
14737688,OPEL ASTRA H Caravan 1.3 CDTI Cosmo,"Eladó jó állapotban lévő 1.3 CDTI Astra H, friss műszakival.",https://www.hasznaltauto.hu/szemelyauto/opel/astra_h/opel_astra_h_caravan_1_3_cdti_cosmo-14737688,890000,"","",Érvényes magyar okmányokkal,Ezüst,Normál,2021/5,,2010,328294,Dízel,Első kerék,1 248 cm³,90,Manuális (6 fokozatú) sebességváltó,Manuális klíma,"",195/65 R 15,"","ABS (blokkolásgátló), centrálzár, szervokormány, függönylégzsák, utasoldali légzsák, vezetőoldali légzsák, állítható kormány, elektromos ablak elöl, elektromos tükör, CD-s autórádió",Kombi
14688012,OPEL ASTRA H 1.4 Essentia,"Megtekinthető Budapesten, első tulajdonostól!",https://www.hasznaltauto.hu/szemelyauto/opel/astra_h/opel_astra_h_1_4_essentia-14688012,890000,"","",Érvényes magyar okmányokkal,"",Normál,2020,,2006,269813,Benzin,Első kerék,1 364 cm³,90,Manuális (5 fokozatú) sebességváltó,Manuális klíma,"",195/65 R 15,1 155 kg,"tolatóradar, centrálzár, riasztó, elektromos ablak elöl",Ferdehátú
14615767,OPEL ASTRA H 1.6 Classic III,"Klíma, tolatóradar, multikormány, 2 kulcs, friss műszakival. Igény esetén teljeskörű lízing, biztosítás és átírásügyintézés. További jármű kínálatunkat tekintse meg honlapunkat vagy a járművek ugyanitt menüpontot!",https://www.hasznaltauto.hu/szemelyauto/opel/astra_h/opel_astra_h_1_6_classic_iii-14615767,890000,"","",Érvényes magyar okmányokkal,Fehér,Normál,2021/6,,2012,299000,Benzin,Első kerék,1 598 cm³,116,Manuális (5 fokozatú) sebességváltó,Automata klíma,"",195/65 R 15,1 290 kg,"dönthető utasülések, ülésmagasság állítás, multifunkciós kormánykerék, deréktámasz, oldallégzsák, utasoldali légzsák, vezetőoldali légzsák, állítható kormány, fedélzeti komputer, tolatóradar, ABS (blokkolásgátló), ASR (kipörgésgátló), centrálzár, szervokormány, ködlámpa, fényszóró magasságállítás, elektromos ablak elöl, elektromos tükör, CD-s autórádió",Ferdehátú
14496092,OPEL ASTRA H 1.7 CDTI Enjoy 1 ÉV GARANCIA! FRISS MŰSZAKI!,"GARANTÁLT, LEINFORMÁLHATÓ FUTÁSTELJESÍTMÉNY! KLÍMA, ABS, ESP, 8 LÉGZSÁK ÉS MÉG SZÁMTALAN EXTRA! SZERVIZPARTNERÜNKNÉL DÍJMENTES MŰSZERES ÁTVIZSGÁLÁST BIZTOSÍTUNK, MELYRŐL TÖBB MINT 25 PONTOS ÁLLAPOTLAPOT KÉSZÍTÜNK ÖNNEK! FIX HAVI TÖRLESZTÉSŰ LÍZING KONSTRUKCIÓK CASCÓVAL, VAGY CASCO NÉLKÜL, AKÁR HITELFEDEZETI BIZTOSÍTÁSSAL! A GÉPKOCSI PONTOS FELSZERELTSÉGÉRŐL ÉS ÁLTALÁNOS ÁLLAPOTÁRÓL, PARAMÉTEREIRŐL KÉRJÜK A HELYSZÍNEN SZEMÉLYESEN GYŐZŐDJÖN MEG. KERESSE A FASTBACK KFT-ÉT!",https://www.hasznaltauto.hu/szemelyauto/opel/astra_h/opel_astra_h_1_7_cdti_enjoy_1_ev_garancia_friss_muszaki-14496092,890000,"","",Érvényes magyar okmányokkal,Sötétszürke (metál),Kitűnő,2021/6,,2005,259500,Dízel,Első kerék,1 686 cm³,80,Manuális (5 fokozatú) sebességváltó,Manuális klíma,"",195/65 R 15,1 260 kg,"állítható hátsó ülések, dönthető utasülések, ülésmagasság állítás, középső kartámasz, automatikusan sötétedő belső tükör, hűthető kesztyűtartó, deréktámasz, függönylégzsák, hátsó oldal légzsák, ISOFIX rendszer, oldallégzsák, utasoldali légzsák, vezetőoldali légzsák, hátsó fejtámlák, állítható kormány, fedélzeti komputer, pótkerék, ködlámpa, fényszóró magasságállítás, elektromos ablak elöl, elektromos tükör, vonóhorog, ABS (blokkolásgátló), ESP (menetstabilizátor), indításgátló (immobiliser), centrálzár, szervokormány, tempomat, CD-s autórádió",Ferdehátú
14049032,OPEL ASTRA H Caravan 1.9 CDTI Elegance,"Szép Állapotban, Kitűnő Motorral Eladó! Az Ár Tartalmazza a Műszaki Vizsgát, Regisztrációs Díjat, Forgalmit, Rendszámot, Törzskönyvet!",https://www.hasznaltauto.hu/szemelyauto/opel/astra_h/opel_astra_h_caravan_1_9_cdti_elegance-14049032,890000,"","",Érvényes magyar okmányokkal,Ezüst (metál),Normál,2020/1,,2005,205587,Dízel,Első kerék,1 910 cm³,101,Manuális (6 fokozatú) sebességváltó,Digitális klíma,"",195/65 R 15,1 280 kg,"dönthető utasülések, ülésmagasság állítás, középső kartámasz, multifunkciós kormánykerék, velúr kárpit, hátsó oldal légzsák, oldallégzsák, utasoldali légzsák, vezetőoldali légzsák, hátsó fejtámlák, állítható kormány, fedélzeti komputer, pótkerék, fényszóró magasságállítás, fényszórómosó, elektromos ablak elöl, elektromos tükör, könnyűfém felni, színezett üveg, ABS (blokkolásgátló), indításgátló (immobiliser), centrálzár, riasztó, szervokormány, tempomat, CD-s autórádió, 4 hangszóró",Kombi
13698598,OPEL ASTRA H 1.6 Classic III,FRISS MŰSZAKI VIZSGÁVAL KERÜL ÁTADÁSRA A kereskedésünk 20 perc autóútra található Szegedtől.,https://www.hasznaltauto.hu/szemelyauto/opel/astra_h/opel_astra_h_1_6_classic_iii-13698598,890000,"","",Érvényes magyar okmányokkal,Fehér,Normál,2020/11,,2012,313904,Benzin,Első kerék,1 598 cm³,116,Manuális (5 fokozatú) sebességváltó,Manuális klíma,"",195/65 R 15,1 203 kg,"ülésmagasság állítás, multifunkciós kormánykerék, ISOFIX rendszer, oldallégzsák, utasoldali légzsák, vezetőoldali légzsák, hátsó fejtámlák, állítható kormány, pótkerék, ködlámpa, fényszóró magasságállítás, elektromos ablak elöl, elektromos tükör, ABS (blokkolásgátló), ESP (menetstabilizátor), APS (parkolóradar), indításgátló (immobiliser), centrálzár, szervokormány, CD-s autórádió, távirányító, 6 hangszóró",Ferdehátú
14774605,OPEL ASTRA H 1.7 CDTI Cosmo,Tulajdonostól eladó.,https://www.hasznaltauto.hu/szemelyauto/opel/astra_h/opel_astra_h_1_7_cdti_cosmo-14774605,895999,"","",Érvényes magyar okmányokkal,Sötétszürke (metál),Normál,2019/10,,2009,291275,Dízel,Első kerék,1 686 cm³,125,Manuális (6 fokozatú) sebességváltó,Digitális klíma,"",205/55 R 16,1 230 kg,"fűthető ülés, bőr-szövet huzat, kikapcsolható légzsák, oldallégzsák, utasoldali légzsák, vezetőoldali légzsák, állítható kormány, fedélzeti komputer, fűthető szélvédő, ködlámpa, kanyarkövető fényszóró, bi-xenon fényszóró, fényszóró magasságállítás, fényszórómosó, elektromos ablak elöl, elektromos tükör, fűthető tükör, könnyűfém felni, színezett üveg, ABS (blokkolásgátló), centrálzár, szervokormány, tempomat, sebességfüggő szervókormány, rádió, CD-s autórádió, GPS (navigáció), bluetooth-os kihangosító, AUX csatlakozó, 2 DIN",Kombi
14708707,OPEL ASTRA H Caravan 1.3 CDTI Cosmo,Kereskedésünkben teljes körű átírási ügyintézést biztosítunk ügyfeleink részére. Autóbeszámítás lehetséges.,https://www.hasznaltauto.hu/szemelyauto/opel/astra_h/opel_astra_h_caravan_1_3_cdti_cosmo-14708707,897000,"","",Érvényes magyar okmányokkal,Fehér,Megkímélt,2020/9,,2008,308420,Dízel,Első kerék,1 248 cm³,90,Manuális (6 fokozatú) sebességváltó,Manuális klíma,"",205/55 R 16,1 280 kg,"ülésmagasság állítás, oldallégzsák, utasoldali légzsák, vezetőoldali légzsák, állítható kormány, pótkerék, ködlámpa, fényszóró magasságállítás, elektromos ablak elöl, színezett üveg, vonóhorog, ABS (blokkolásgátló), indításgátló (immobiliser), centrálzár, szervokormány, CD-s autórádió",Kombi
13670321,OPEL ASTRA H 1.4 Essentia magyar. szervízkönyves,"Megkímélt állapotban, ár alatt! Igény szerint teljes körű okmányirodai ügyintézés.",https://www.hasznaltauto.hu/szemelyauto/opel/astra_h/opel_astra_h_1_4_essentia_magyar_szervizkonyves-13670321,898000,"","",Érvényes magyar okmányokkal,Bézs (metál),Megkímélt,"",,2010,333511,Benzin,Első kerék,1 364 cm³,90,Manuális (5 fokozatú) sebességváltó,"","",195/65 R 15,1 230 kg,"ülésmagasság állítás, oldallégzsák, utasoldali légzsák, vezetőoldali légzsák, állítható kormány, ABS (blokkolásgátló), indításgátló (immobiliser), centrálzár, szervokormány, fényszóró magasságállítás, elektromos ablak elöl, színezett üveg, CD-s autórádió, 6 hangszóró",Ferdehátú
14845292,OPEL ASTRA H 1.3 CDTI Enjoy M.ORSZÁGI SZ.KÖNYV DIGIT KLÍMA,"MEGKÍMÉLT MŰSZAKI ÉS ESZTÉTIKAI ÁLLAPOT! SZERVIZKÖNYVES! MAGYARORSZÁGON ÚJONNAN FORGALOMBA HELYEZETT! KEDVEZŐ KISS FOGYASZTÁS! KB: 100KM/4L! 1 ÉV MŰSZAKIVAL! KEDVEZŐ HITEL, ÁTÍRÁS, BIZTOSÍTÁS ÜGYINTÉZÉSE HELYBEN!",https://www.hasznaltauto.hu/szemelyauto/opel/astra_h/opel_astra_h_1_3_cdti_enjoy_m_orszagi_sz_konyv_digit_klima-14845292,899000,"","",Érvényes magyar okmányokkal,Szürke (metál),Megkímélt,2020/8,,2006,260000,Dízel,Első kerék,1 248 cm³,90,Manuális (6 fokozatú) sebességváltó,Digitális klíma,"",205/55 R 16,1 260 kg,"állítható hátsó ülések, dönthető utasülések, ülésmagasság állítás, középső kartámasz, multifunkciós kormánykerék, ISOFIX rendszer, kikapcsolható légzsák, oldallégzsák, utasoldali légzsák, vezetőoldali légzsák, hátsó fejtámlák, állítható kormány, pótkerék, ködlámpa, fényszóró magasságállítás, elektromos ablak elöl, elektromos tükör, fűthető tükör, könnyűfém felni, színezett üveg, ABS (blokkolásgátló), indításgátló (immobiliser), centrálzár, szervokormány, CD-s autórádió, MP3 lejátszás, 6 hangszóró, HIFI",Ferdehátú
14843610,OPEL ASTRA H 1.6 GTC Enjoy MAGYARORSZÁGI!,"Magyarországi autó, szép karosszériával, tiszta beltérrel, jó műszaki állapotban. Jól karbantartott darabról van szó, több alkatrész cserélve volt az elmúlt időszakban, többek között gyújtótrafó, olajak, szűrők, fék alkatrészek. Minden kezelőszerve működik, köztük a klímaberendezés is. 16-OS AEZ ALUFELNIK! Akár 1 év (MAPFRE) garanciával! AUTÓBESZÁMÍTÁS! MINDEN GÉPKOCSINK MAGYAR RENDSZÁMOS ÉS NAGYRÉSZT EREDENDŐEN IS HAZAI FORGALOMBA HELYEZÉSŰ. JÁRMŰVEINK ELŐÉLETÉT A KEKKH RENDSZERBEN ELLENŐRIZZÜK. KÉRÉSRE TELJESKÖRŰ ÜGYINTÉZÉST BIZTOSÍTUNK. AUTÓINK MEGTEKINTÉSÉHEZ IDŐPONTEGYEZTETÉS SZÜKSÉGES MIVEL NEM TARTÓZKODUNK MINDIG A TELEPHELYEN! ÜDVÖZLETTEL: SZIVÁRVÁNY AUTÓKERT KFT.",https://www.hasznaltauto.hu/szemelyauto/opel/astra_h/opel_astra_h_1_6_gtc_enjoy_magyarorszagi-14843610,899000,"","",Érvényes magyar okmányokkal,Fekete (metál),Megkímélt,2019/12,,2005,201687,Benzin,Első kerék,1 598 cm³,105,Manuális (5 fokozatú) sebességváltó,Manuális klíma,"",205/55 R 16,1 170 kg,"tolatóradar, ABS (blokkolásgátló), indításgátló (immobiliser), centrálzár, szervokormány, ülésmagasság állítás, középső kartámasz, multifunkciós kormánykerék, ISOFIX rendszer, oldallégzsák, utasoldali légzsák, vezetőoldali légzsák, sebességváltó zár, hátsó fejtámlák, állítható kormány, fedélzeti komputer, sportülések, pótkerék, ködlámpa, elektromos ablak elöl, elektromos tükör, könnyűfém felni, CD-s autórádió, MP3 lejátszás, 6 hangszóró",Ferdehátú
14828443,OPEL ASTRA H Caravan 1.9 CDTI Enjoy,"Megkímélt külső belső, a legmegbízhatóbb 120 lovas motorral! Hitel kedvező feltételekkel, csere lehetséges. Kereskedésünkben Hitel ügyintézéssel, teljes körű átírási és biztosításkötési szolgáltatással állunk rendelkezésükre. Többféle Lízing konstrukcióból választhatja ki az Önnek legmegfelelőbbet. Használt gépkocsiját készpénzért megvásároljuk vagy érték egyeztetéssel beszámoljuk egy nálunk kiválasztott járműbe. Autóinkat vásárlás előtt lehetősége van bármely pécsi illetve Pécs közeli szervizben átvizsgáltatni. Kínálatunkat a hét minden napján megtekintheti a pécsi vásártéren a SaTa Car KFT telephelyén Likeolja a Facebook-on a Satacar autókereskedés oldalát, így mindig frissen értesülhet aktuális kínálatunkról. Cégünk tagja a Magyar Gépjármű kereskedők Országos Egyesületének (MGOE)",https://www.hasznaltauto.hu/szemelyauto/opel/astra_h/opel_astra_h_caravan_1_9_cdti_enjoy-14828443,899000,"","",Érvényes magyar okmányokkal,"",Normál,2021/2,,2005,199800,Dízel,Első kerék,1 910 cm³,120,Manuális (6 fokozatú) sebességváltó,Manuális klíma,"",195/65 R 15,1 280 kg,"ülésmagasság állítás, függönylégzsák, ISOFIX rendszer, oldallégzsák, utasoldali légzsák, vezetőoldali légzsák, hátsó fejtámlák, állítható kormány, pótkerék, ködlámpa, elektromos ablak elöl, elektromos tükör, színezett üveg, ABS (blokkolásgátló), indításgátló (immobiliser), centrálzár, szervokormány, CD-s autórádió, 4 hangszóró",Kombi
14826228,OPEL ASTRA H 1.3 CDTI Enjoy KLIMA / CD / 4-éve 1-tulaj,"SZÉP-ÁLAPOT, 4éve 1-tulajnál, AUTOMATA KLIMA, MULTI KORMÁNY, GYÁRI KULCSOK, SZÖVET BELSŐ, RENDSZERESEN SZERVIZELT, AUTOBESZÁMITÁS!",https://www.hasznaltauto.hu/szemelyauto/opel/astra_h/opel_astra_h_1_3_cdti_enjoy_klima_cd_4-eve_1-tulaj-14826228,899000,"","",Érvényes magyar okmányokkal,Szürke,Megkímélt,2020/8,,2006,173000,Dízel,Első kerék,1 248 cm³,90,Manuális (6 fokozatú) sebességváltó,Automata klíma,"",195/65 R 15,1 260 kg,"ülésmagasság állítás, középső kartámasz, multifunkciós kormánykerék, oldallégzsák, utasoldali légzsák, vezetőoldali légzsák, hátsó fejtámlák, állítható kormány, fedélzeti komputer, ABS (blokkolásgátló), ESP (menetstabilizátor), rablásgátló, indításgátló (immobiliser), centrálzár, szervokormány, elektromos ablak elöl, elektromos tükör, színezett üveg, CD-s autórádió",Ferdehátú
14826025,OPEL ASTRA H Caravan 1.7 CDTI Cosmo FRISS MŰSZAKIVAL,2 DB GYÁRI KULCCSAL 4 DB TÉLI GUMI FELNIVEL,https://www.hasznaltauto.hu/szemelyauto/opel/astra_h/opel_astra_h_caravan_1_7_cdti_cosmo_friss_muszakival-14826025,899000,"","",Érvényes magyar okmányokkal,Fehér,Megkímélt,2021/8,,2007,261000,Dízel,Első kerék,1 686 cm³,101,Manuális (5 fokozatú) sebességváltó,Automata klíma,"",205/55 R 16,1 280 kg,"állítható hátsó ülések, ülésmagasság állítás, multifunkciós kormánykerék, ISOFIX rendszer, oldallégzsák, utasoldali légzsák, vezetőoldali légzsák, hátsó fejtámlák, állítható kormány, pótkerék, ködlámpa, fényszóró magasságállítás, elektromos ablak elöl, elektromos tükör, fűthető tükör, könnyűfém felni, színezett üveg, ABS (blokkolásgátló), indításgátló (immobiliser), centrálzár, szervokormány, CD-s autórádió, MP3 lejátszás, 6 hangszóró",Kombi
14822120,OPEL ASTRA H 1.7 CDTI Elegance Magyarországi + 174.000 km!,"Opel Astra H 1.7 CDTi diesel eladó. Magyarországi első forgalomba helyezés, leinformálható, garantált km futás. Nincs benne kettőstömegű lendkerék, mivel ezeket újonnan gyárilag nem ezzel szereleték. Minden működik, nem rozsdál, a klíma kapcsol és hideget fúj. 5-5, 5 literes fogyasztás, megbízható, alacsony fenntartási költségek. Műszaki: 2021.06.-ig.",https://www.hasznaltauto.hu/szemelyauto/opel/astra_h/opel_astra_h_1_7_cdti_elegance_magyarorszagi_plusz_174_000_km-14822120,899000,"","",Érvényes magyar okmányokkal,Ezüst (metál),Normál,2021/6,,2004,174000,Dízel,Első kerék,1 686 cm³,80,Manuális (5 fokozatú) sebességváltó,Digitális klíma,"",195/65 R 15,1 260 kg,"dönthető utasülések, ülésmagasság állítás, multifunkciós kormánykerék, ISOFIX rendszer, oldallégzsák, utasoldali légzsák, vezetőoldali légzsák, hátsó fejtámlák, állítható kormány, fedélzeti komputer, pótkerék, ködlámpa, fényszóró magasságállítás, elektromos ablak elöl, elektromos tükör, színezett üveg, ABS (blokkolásgátló), indításgátló (immobiliser), centrálzár, szervokormány, CD-s autórádió",Ferdehátú
14821268,OPEL ASTRA H Caravan 1.3 CDTI Cosmo FRISS MŰSZAKI-VONÓHOROG-ALUFELNI-KLÍMA,"Megkímélt állapotban lévő 1.3 dízel alacsony fogyasztású családi kombi eladó. Kettő év friss műszaki vizsga, kettő db gyári kulcs, 16-os alufelni jó állapotban lévő gumikkal, szervizkönyv, motor-váltó klíma tökéletes. 2019.09-hóban az mostani műszaki vizsgánál az alábbi alkatrészek lettek cserélve: Komplett hátsó fék (féktárcsák, betétek, féknyereg. Első futómű: lengőkar, kormány összekötők, szilentek, stbilizátorok, kettő hónapja új BOSCH akkumulátor, turbó vezérlő szelep. A gépkocsi megbízható jó állapotban van kívül-belül. Beszámítás lehetséges. DECATHLON-tól 100 m-re. ( WESTAUTÓHÁZ )",https://www.hasznaltauto.hu/szemelyauto/opel/astra_h/opel_astra_h_caravan_1_3_cdti_cosmo_friss_muszaki-vonohorog-alufelni-klima-14821268,899000,"","",Érvényes magyar okmányokkal,"",Megkímélt,2021/9,,2006,198200,Dízel,Első kerék,1 248 cm³,90,Manuális (6 fokozatú) sebességváltó,Manuális klíma,"",205/55 R 16,1 280 kg,"dönthető utasülések, ülésmagasság állítás, ISOFIX rendszer, oldallégzsák, utasoldali légzsák, vezetőoldali légzsák, hátsó fejtámlák, állítható kormány, pótkerék, ködlámpa, elektromos ablak elöl, fűthető tükör, könnyűfém felni, színezett üveg, vonóhorog, ESP (menetstabilizátor), indításgátló (immobiliser), centrálzár, szervokormány, tempomat, CD-s autórádió, MP3 lejátszás, 4 hangszóró",Kombi
14818992,OPEL ASTRA H 1.4 Enjoy,"Eladó a képeken látható Opel Astra H 1.4 benzin. Új gyári menetstabilizátor, lengőkarok, szilentek, féktárcsák, fékpofák, Bosch gyertyák, akkumulátor, hűtőcsövek, főtengely szimering. Karcmentes. Azonnal elvihető. Autóbeszámítás és hitelügyintézés lehetséges.",https://www.hasznaltauto.hu/szemelyauto/opel/astra_h/opel_astra_h_1_4_enjoy-14818992,899000,"","",Érvényes magyar okmányokkal,Ezüst (metál),Normál,2020/4,,2004,241405,Benzin,Első kerék,1 364 cm³,90,Manuális (5 fokozatú) sebességváltó,Digitális klíma,"",195/65 R 15,1 155 kg,"ülésmagasság állítás, multifunkciós kormánykerék, ISOFIX rendszer, oldallégzsák, utasoldali légzsák, vezetőoldali légzsák, hátsó fejtámlák, állítható kormány, fedélzeti komputer, pótkerék, fényszóró magasságállítás, elektromos ablak elöl, elektromos tükör, fűthető tükör, könnyűfém felni, ABS (blokkolásgátló), ESP (menetstabilizátor), indításgátló (immobiliser), centrálzár, riasztó, szervokormány, rádiós magnó, CD-s autórádió, kihangosító, bluetooth-os kihangosító, USB csatlakozó, HDMI bemenet, 6 hangszóró",Ferdehátú
14818183,OPEL ASTRA H 1.6 GTC Cosmo,"Megkímélt állapotú harmadik autóként használt. Családi okok, költözés és helyhiány miatt sürgősen eladó. Több információért hívhat minden nap 16 óra után.",https://www.hasznaltauto.hu/szemelyauto/opel/astra_h/opel_astra_h_1_6_gtc_cosmo-14818183,899000,"","",Érvényes magyar okmányokkal,Fekete,Megkímélt,2020/3,,2006,202000,Benzin,Első kerék,1 598 cm³,105,Manuális (5 fokozatú) sebességváltó,Digitális klíma,205/55 R 16,"",1 170 kg,"multifunkciós kormánykerék, oldallégzsák, utasoldali légzsák, vezetőoldali légzsák, állítható kormány, ABS (blokkolásgátló), ESP (menetstabilizátor), centrálzár, szervokormány, elektromos ablak elöl, elektromos tükör, fűthető tükör, CD-s autórádió, 1 DIN, 6 hangszóró",Ferdehátú
14602833,OPEL ASTRA H Caravan 1.4 Elegance,"Vezetőoldali légzsák, utasoldali légzsák, oldallégzsák, ABS (blokkolásgátló), elektromos ablakok, állítható kormány, CD-s autórádió, centrálzár, deréktámasz, dönthető utasülések, elektromos tükör, fényszóró magasságállítás, fűthető tükör, hátsó fejtámlák, indításgátló (immobiliser), ISOFIX rendszer, manuális (5 fokozatú) sebességváltó, manuális klíma, sebességfüggő szervókormány, tempomat, ülésmagasság állítás. Autóbeszámítás lehetséges, garázsban tartott, nem dohányzó, rendszeresen karbantartott, szervizkönyv, 10%-tól elvihető. Járműveinkről készült fotók megtekinthetők HD minőségben. Nyitva tartás: H-P: 9:00-17, Szombat 9:00-12:00, GPS koordináták 47.197301, 19.813301, WAZE: petiauto",https://www.hasznaltauto.hu/szemelyauto/opel/astra_h/opel_astra_h_caravan_1_4_elegance-14602833,899000,"","",Érvényes magyar okmányokkal,Kék,Normál,2021/7,,2005,245630,Benzin,Első kerék,1 364 cm³,90,Manuális (5 fokozatú) sebességváltó,Manuális klíma,195/65 R 15,"",1 280 kg,"dönthető utasülések, ülésmagasság állítás, deréktámasz, ISOFIX rendszer, oldallégzsák, utasoldali légzsák, vezetőoldali légzsák, hátsó fejtámlák, állítható kormány, ABS (blokkolásgátló), indításgátló (immobiliser), centrálzár, szervokormány, tempomat, sebességfüggő szervókormány, fényszóró magasságállítás, elektromos ablak elöl, elektromos tükör, fűthető tükör, CD-s autórádió",Kombi
